id,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cont0,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,target
2412,A,B,A,A,B,B,A,E,E,A,0.3383734927341626,0.6205149396896991,0.4052524862404326,0.3525845906767908,0.3489038115851593,0.2302626966197332,0.3151159520641028,0.2685861733847009,0.12860140301540446,0.2974219412645347,0.3329211754953614,0.22877141334787995,0.3351499405961099,0.6136592727097759,6.970670776718226
2414,A,A,A,A,B,B,A,E,A,H,0.5008226824272012,0.6178484313268721,0.4587260428960573,0.3373950245988416,0.3209729474354315,0.27718357968191143,0.349823427675844,0.3941903209519693,0.14340213330417134,0.18201288084057526,0.6240319882664636,0.7821764664185461,0.2841010622520102,0.7344963793321312,8.261113352178777
2415,A,A,A,C,B,D,A,E,C,K,0.5645244051280985,0.2920129753750165,0.3891154611485919,0.8120870755309054,0.2787899093656572,0.4477030859059886,0.7344800238970122,0.4635481511252248,0.5168948669898017,0.6573654885285806,0.5512134745920899,0.7182478830376122,0.6859143337984571,0.5857407379794123,8.3015488103337
2416,A,B,A,C,B,D,A,E,A,J,0.682164102767431,0.4182600932992069,0.3078616311788597,0.7393275221675526,0.27941763357425103,0.7408297769751561,0.8599797935245791,0.6039719445789482,0.9413519379210564,0.8155299781025569,0.9252964884277262,0.7697345844294097,0.9099743569749228,0.2675478573310352,8.519044566439785
2418,A,B,A,A,B,B,A,E,E,L,0.3501050736829207,0.5553004834344905,0.06417696566511849,0.23329440598588516,0.8442729099138285,0.22010336649414106,0.3883788133628856,0.245789260831565,0.2942774004295855,0.34539319768771737,0.1177667220880727,0.3738933699448735,0.3485249721789294,0.5470013125370892,8.047591867950032
2419,A,B,A,A,B,A,A,E,E,F,0.13794899468971256,0.6746132676615261,0.725253580919721,0.8423176322177152,0.28156338382672635,0.21107969856187667,0.19001407601973344,0.2478743415908232,0.3282056114534841,0.3693770272986988,0.22712462257182686,0.17757289069158352,0.3923979574037985,0.2685336759596262,7.551130327888607
2422,A,B,A,C,B,B,A,E,C,L,0.5104943593462411,0.4214864005611755,0.5231404327486752,0.18885548889239,0.2670645924215341,0.3682094741097784,0.2965756403792044,0.2902473229798941,0.17240562020498276,0.2962232845874349,0.5440161259061089,0.7217599130641753,0.287985047573004,0.6780227790578913,7.091310492951741
2423,A,B,A,C,B,B,A,E,E,F,0.4592535433022002,0.04903998261438132,0.4934586916259292,0.7556256403071733,0.325606479101839,0.210336871230668,0.2953574134080893,0.7749185508922488,0.8826118349205914,0.3442738404201931,0.1733364540126262,0.2394531452708189,0.8316016562150723,0.8062987685287628,8.278691353169863
2424,A,B,A,C,B,B,A,E,E,N,0.2879601327067185,0.8040732747804751,0.5773102328109776,0.3535630137132658,0.7608907171735022,0.1960812908021465,0.3858838999934031,0.7052456087890983,0.31507712028779605,0.21586340072544796,0.1536035184516812,0.25431883233921504,0.5284181475816541,0.8119315761096364,6.7836028012527585
2426,A,A,A,C,B,B,A,E,A,I,0.5646568807233167,0.41851726482820895,0.31610321767610383,0.22859799672745185,0.2784475018761485,0.2504019898204577,0.33624951738412784,0.2496235198511942,0.3130997626430156,0.8216632836353814,0.2684374353279776,0.842940812206407,0.2821729606154332,0.7217696362314509,6.495788378911741
2427,A,B,A,C,B,D,A,E,G,L,0.28276974344905875,0.6504530033981625,0.12986878331227414,0.6326314737737441,0.27949061104025946,0.8549922631981635,0.3513837511409005,0.8819677807140782,0.9314256088999664,0.37988365972227855,0.6877455402802296,0.9488299307407672,0.8496141718778526,0.29769305983454863,8.230552280698351
2428,A,A,A,A,B,C,A,E,G,F,0.6970797266282069,0.0684973852361684,0.2072800688544024,0.8451829636505351,0.7323405028132273,0.9290069396856876,0.4258250311530421,0.6568709200399768,0.8804991600384993,0.8235583927583298,0.6106112784893227,0.958287394651418,0.8863760548330502,0.2980574450825479,7.314619763914908
2429,A,A,A,C,B,B,A,E,A,I,0.7223095897073321,0.6172103782806757,0.6978646484714477,0.2567678652786,0.2803475867608887,0.3938698454593509,0.3846999918812081,0.6876796043545739,0.43316843818283796,0.4450587166084488,0.5533981732566307,0.3618466580555362,0.33347234348062993,0.3441874944499099,7.658643212101301
2430,A,B,A,A,B,B,A,E,C,I,0.6574471876541382,0.2918213904909629,0.34100267965505626,0.19895234144842613,0.2837956925082805,0.5557859072241809,0.565780842024593,0.34382070520548114,0.3750617947673151,0.8124579197511224,0.33716209202164965,0.2372549012383733,0.3417004506547132,0.7725701256919502,6.803468863156396
2431,A,B,A,A,B,B,A,E,E,L,0.27526354901185746,0.4876731690504301,0.15656365232735572,0.7324867483040967,0.4207876496842817,0.9326138074876956,0.2396361426103417,0.6587490910898413,0.7806823371889254,0.6738130246757665,0.619018304718028,0.28358288185614977,0.18725778997536074,0.3666889409986256,7.769606645320469
2432,A,B,A,C,B,B,A,E,C,J,0.4827224997131706,0.2500748028218498,0.5777525198581241,0.8108886932429589,0.2611304986825105,0.2289964765093939,0.658732892190507,0.6464799848619355,0.3058813153575657,0.44776999095156095,0.2706288835726228,0.7105504572965436,0.3640970088769475,0.2631068326022975,7.825399811372166
2433,A,B,A,C,B,B,A,E,E,F,0.460319467967793,0.5561493707148748,0.3873815021072433,0.21017539838555185,0.5098350502718725,0.434335548777608,0.43288861674730383,0.8615189494679131,0.4960350827851348,0.3341586088110137,0.4993338823268462,0.7351985422991251,0.3528594579240672,0.2340175222638622,7.357233030461431
2436,A,A,A,C,B,C,A,E,G,J,0.6502831131287994,0.35165582013981683,0.15612512200032178,0.7031070489446438,0.8611208320129288,0.8169823523244101,0.6255233419440042,0.5188843736701911,0.6600317005389207,0.8306994339552142,0.5692396148157556,0.6351545565136565,0.7021120589678035,0.273987832312127,7.904124104242828
2437,A,A,A,C,B,C,A,E,G,K,0.5237220555001524,0.6184789196755093,0.4087333838689986,0.2250504854680083,0.7453352307241076,0.35680611276958424,0.6275416098308009,0.2923203040587524,0.6710234945634002,0.5352631606550334,0.6705330581997075,0.449728813939209,0.2923766820853349,0.25687740414386057,6.376155793689672
2440,A,B,A,C,B,B,A,E,A,I,0.5411840490510723,0.29843959018182264,0.5012776485926254,0.2120671238355087,0.5377275244516545,0.4903575505857321,0.15272935881581232,0.254395079788405,0.5706719682410532,0.3716035658146804,0.3756283757925798,0.8406561129665998,0.3485641617564942,0.4367461857150924,6.031808531779325
2441,B,A,A,A,B,B,A,E,C,F,0.4972794362289583,0.7408942241151559,0.31905020063935546,0.3604035227334204,0.27849345415779964,0.4709257089845356,0.6221859111736295,0.464412307634245,0.376325830513858,0.8233770551091599,0.4273265792295774,0.32351559790716394,0.3326374476317323,0.32621495189795197,7.913478530722138
2442,A,B,A,C,B,B,A,E,C,L,0.5139125248540775,0.7638133094884099,0.5384148722891167,0.16159293944820466,0.43503007147408573,0.3690890532071977,0.3897173625017105,0.2577019086329066,0.4718440819256745,0.3863356654593027,0.5907423020326942,0.42073422975448,0.3211073051151072,0.3371014910303661,7.474109145251446
2444,A,B,A,D,B,D,A,E,E,H,0.8981289418985402,0.2940782038139337,0.15758691887322512,0.4083437046086236,0.38365300834126426,0.28638318538144114,0.26920252478861306,0.25632683267716666,0.4965497544176623,0.3063035724607962,0.6391506421134313,0.3815408812026544,0.8120119356044221,0.7863803085486405,7.489860495174373
2447,A,A,A,C,B,B,A,E,C,I,0.5161097744198463,0.7540443223984707,0.441618301713998,0.3507724720187869,0.2688704801795395,0.3748886749680097,0.3508732147378518,0.2380096635209268,0.4664423133315669,0.3557323053887533,0.366018901118824,0.35821176851815706,0.6255042493010606,0.20717523779968727,7.9580621704703605
2449,A,A,A,C,B,B,A,E,E,F,0.28092801194474204,0.056543385652419974,0.46803942258058,0.1652382040681428,0.4144341141149472,0.7165039171637464,0.39758383869427705,0.2793388700412753,0.11924829855370896,0.3031164739255154,0.227439205037155,0.3314990455774273,0.6788536894077863,0.7991146551504096,5.862021236465702
2450,A,A,A,C,B,B,A,E,E,F,0.31989005951576044,0.30123434957791495,0.267621620163339,0.34173291652970994,0.4152723742969303,0.184611210074028,0.3572565083237205,0.26343379016577834,0.2335613191205183,0.17795454482581965,0.3328708811823659,0.2195321918900584,0.31843621265230626,0.7157815351537435,8.208729262390323
2454,A,B,A,C,B,D,A,E,E,F,0.009842762684060565,0.6910831263285521,0.14745826363156878,0.3826583434877065,0.4469092926508911,0.2367340522480964,0.5113836401346918,0.4324800186656591,0.2944055246836211,0.31039988985480393,0.26994082540663084,0.32527453367190634,0.6371554322669746,0.7174233950948595,7.91045676618595
2456,A,A,A,C,B,D,A,E,C,I,0.4740052405654434,0.4182948792774153,0.3969220011363764,0.3796328695965114,0.4543320692201483,0.71512782388057,0.9917491926798484,0.3001725663072652,0.4613752361320381,0.470652820171777,0.7252242464553044,0.7890239888302945,0.3592528072490818,0.7022107880736392,7.790451062288839
2459,A,A,A,A,B,B,A,E,C,L,0.5107548054671196,0.2970793941838317,0.4171407739532536,0.3603355600698154,0.8555958602740761,0.18290071102775524,0.3802215020043673,0.285440625161109,0.30850640818903474,0.30006850952581643,0.2715528169671175,0.31656890738942545,0.3598358259103945,0.8087201386179265,7.150929960312517
2461,A,A,A,C,B,D,A,E,G,I,0.469741580357393,0.08333077560004074,0.6646706931256141,0.7035702106690789,0.5922755574289499,0.4713515770493559,0.33530287250887664,0.24844628061823296,0.6640492477796629,0.558427387323692,0.5202848007401014,0.7020239561876677,0.3813747238641171,0.7060761790547471,8.113759110733008
2463,A,A,A,A,B,B,A,E,A,H,0.5996541985399603,0.4846469243909333,0.4513676860240995,0.8641809798298196,0.2788492961851644,0.6331836174343072,0.7104717834581988,0.6305838960531773,0.5640644291397495,0.8090380436102771,0.5693790677801017,0.5744426275910018,0.3557111015213867,0.6924934345094088,7.3453632074780035
2466,A,B,A,C,B,B,A,E,E,M,0.3049118378495246,0.8126456425101858,0.4983765311158642,0.7838744513018245,0.3903904965719619,0.2436718830481436,0.2424291175873941,0.27387448450514595,0.29106281146338536,0.15958787119660958,0.3986387626398253,0.5046185077720025,0.3354829504722961,0.7314456163701047,7.17891025116442
2467,A,A,A,C,B,B,A,E,A,K,0.5550503785957174,0.7776427867401768,0.7170902029251013,0.2014777621812137,0.2827545312787994,0.4469415881661625,0.781430960129927,0.32175939354204125,0.5650576688819998,0.5424397885423197,0.6002142211733524,0.9746523638465404,0.4249562314473941,0.2101662635012997,8.13696287352704
2468,A,A,A,C,B,B,A,D,C,I,0.5083917856175455,0.5526644836193967,0.3229334253617957,0.18728359990062854,0.2776841435123592,0.4516952872738858,0.680776623486208,0.6236726672834613,0.4642940309838537,0.5050795722331006,0.6609077068967574,0.7414553823431791,0.4205803230445088,0.2814292182490557,8.370541761194843
2469,A,A,A,A,B,D,A,E,C,F,0.4770477520824354,0.6157407856064737,0.5409800791755295,0.21321156320468748,0.6891591848035428,0.4328825638622151,0.4360409952237264,0.3094856254628167,0.6013684765489888,0.6276311972233898,0.7266723861362341,0.720328081750717,0.7037464388690974,0.6504812801344001,8.079841107091896
2471,A,A,A,A,B,C,A,E,G,H,0.6330071047525015,0.0045239105572944536,0.5944447913921307,0.17164005275700878,0.7037544747668281,0.7139972990974897,0.5127981672738856,0.2946310055406915,0.5904640225713857,0.7229092543044325,0.6660774121630614,0.6488716379658321,0.6990920745816479,0.3000932758294758,6.174706113201021
2472,A,A,A,A,B,D,A,E,C,K,0.4990221016664922,0.6648036983481871,0.6642680937024322,0.2424699186533737,0.276456919459974,0.5776417645340737,0.6854815499501589,0.8635504350748583,0.4841283115898367,0.8479417073600928,0.6953238780849615,0.6966242804007132,0.6750048876476079,0.3645368166854109,5.821544557871337
2473,B,A,A,A,B,B,A,E,C,B,0.48519894321581697,0.07030588528114791,0.5148970684196325,0.1865149102062479,0.6688076249932892,0.3911691417940859,0.14686280158764606,0.2663559150791641,0.3237173065876225,0.5537176180589195,0.4071586351552508,0.23867990594239302,0.3323451877235677,0.41292717120212624,7.346935838743314
2474,A,A,A,C,B,B,A,E,E,I,0.15051690604973894,0.7084399840393405,0.5047022815964881,0.15782031724571036,0.2793696346652237,0.2731565298622891,0.20643815230614584,0.2500568669383571,0.3406612840138852,0.29085405937268594,0.23491795083516984,0.26674337730812314,0.23671938675634824,0.36725351481574703,8.038507149507396
2477,A,B,A,C,B,D,A,D,C,L,0.4932313689915616,0.4851035859109788,0.7509324049354571,0.7795329852648586,0.2273289577202721,0.6150037631023622,0.9498251774378554,0.35472145821716033,0.542145929101294,0.5515718612238494,0.6027180053180426,0.6956038823615088,0.8074920406088683,0.28956751978416856,7.363178789548228
2479,A,A,A,C,B,B,A,E,E,F,0.3249219757344829,0.6854636814933477,0.5482570716016836,0.6789472561284524,0.7600073812388356,0.8889035582758428,0.5076942506408898,0.2796822747875295,0.6887434169940415,0.6758419528331343,0.594677036596296,0.8614969792638645,0.8764538648400616,0.3603525867957893,7.918839560130159
2480,A,A,A,D,B,D,A,E,C,L,0.4260365002494455,0.7455248072447582,0.4062580481493629,0.2458568466869307,0.8001453458486002,0.5765057814365123,0.6560587116589515,0.31262557321816203,0.4670730546311157,0.3820987111279495,0.4390349244283216,0.7090688804557005,0.7557540135962599,0.27457750712617235,7.150021733013964
2481,A,A,A,A,B,B,A,E,C,F,0.4732252445422854,0.4861760370165672,0.5153734746760898,0.21012046022497086,0.2791030153798367,0.22934993590368316,0.4343325164563001,0.3262039900488485,0.2874734837354594,0.43603867404466456,0.7083953279304682,0.3341239693998137,0.3774701445990419,0.7759667965158396,8.001251432071632
2482,A,B,B,C,B,B,A,E,C,L,0.4883439841199929,0.6483191018291673,0.4927172283417304,0.17682722019390865,0.3025964055206052,0.2404242447280951,0.3432283592473527,0.2831777075112138,0.2790994139363952,0.4949689661656388,0.7102100442843252,0.7670967098883453,0.3210395587772599,0.2847308931728749,7.628978538439543
2483,A,A,A,C,B,D,A,E,E,F,0.3124755027767573,0.2944653666673534,0.508239616462996,0.4029841524830349,0.279008447970822,0.37425060798029103,0.3808392700714776,0.6690613239743103,0.30665194593893785,0.3912330368532119,0.4398445298101757,0.3817008178573981,0.2708552551304986,0.7115243340527598,6.429325050317705
2484,A,B,B,C,B,B,A,E,E,F,0.5128374503515204,0.2942961124810269,0.2264777292177685,0.3669578553971446,0.7943909751503755,0.23544353181043204,0.37806095932544204,0.6580571398917274,0.3090444611470408,0.4019713408988632,0.2738597640221929,0.3801618866235356,0.3030900597195545,0.36167417373366734,6.72989077859984
2488,A,A,A,C,B,B,A,E,E,G,0.48348156157770394,0.486848385466375,0.4793673092424499,0.2265302742305898,0.4443454357652995,0.3533373420195704,0.3194502822599773,0.2385639381247565,0.3683885974747108,0.3174170401635528,0.13708570521110536,0.31039491246208306,0.3774337278712933,0.7344322783271575,7.398130389357536
2490,A,B,A,C,B,D,A,E,G,F,0.4558167152065614,0.4863020679714528,0.4794533516907548,0.21029918569084974,0.2773889999692461,0.7698440061841002,0.4250106578772114,0.4772548143495447,0.4364114178907485,0.8470946921355419,0.963396363619852,0.8748062214993346,0.6912957290671634,0.4475101170152557,6.854519162514841
2491,A,B,A,D,B,B,A,E,C,F,0.5646374914279021,0.6380407936199421,0.5211708986845596,0.1826193823053805,0.2797609430900291,0.4634047698005072,0.7840265918129949,0.2563690757113716,0.09754306216485084,0.38956117063168383,0.4837826930047144,0.6730224995705407,0.30759451286021794,0.4999293060960943,5.8500908073165
2492,B,A,A,C,B,B,A,G,C,H,0.29042984720857684,0.29279851999776657,0.5460126486370861,0.8330899556007286,0.240537957245986,0.4242482043263261,0.28785103177756843,0.38417016072629706,0.3467665184630185,0.363594361702176,0.3399409183935025,0.2624218949350845,0.3441240986782596,0.2569327117970705,6.697330228357348
2495,A,B,A,A,B,B,A,E,E,F,0.4283696715468763,0.2915259597320754,0.17269060361856745,0.4967141391657127,0.420204881441912,0.2746240005406416,0.22246934211443392,0.6888993623737936,0.16677030528080727,0.3763586269052482,0.2815274824191057,0.1544938360471943,0.3374561525355384,0.4485269234424677,5.856830975408462
2496,A,A,A,A,B,D,A,E,C,I,0.6593650967132615,0.3518219381541299,0.5466838130280057,0.16513859633287314,0.7502319881394675,0.7007772120944398,0.6805893095139447,0.6262432104263289,0.8645670103658875,0.6454474741488367,0.5713706526703513,0.6847672699742255,0.8050697661269808,0.1854939550259221,6.868779561737343
2498,A,B,A,A,B,B,A,E,C,F,0.5004272050204415,0.7509646002899777,0.5640823153209643,0.19810578212324176,0.34606179951675864,0.6215237396301669,0.5952655449679852,0.33465504754924297,0.4898560462736212,0.6390856719430242,0.7112502499090965,0.7145386235525272,0.28456178762612155,0.5632855349034217,8.502633106947481
2501,A,B,A,C,B,B,A,E,E,L,0.21305653238587866,0.7811320699802001,0.5049378847430411,0.16474768905298498,0.4944661323060446,0.2632607323804918,0.2561228656141258,0.5899841148182948,0.11797050572169683,0.3770723401799588,0.3547307794371487,0.18220313056470264,0.3953448887247612,0.30686309907594744,8.7377016277055
2502,B,B,A,D,B,B,A,E,C,L,0.4969350012728939,0.16008654546421594,0.5462123220147408,0.5749976767445645,0.7512710615153328,0.3307416710041289,0.3182315557375037,0.4210629502032451,0.3467086419564487,0.3774883776448055,0.3381183765806699,0.3368637854319142,0.3322037528932372,0.8228205099425205,8.361022522139208
2503,A,B,A,A,B,B,A,E,C,F,0.4592791398938064,0.7664801970732708,0.2393848655039159,0.18928072114555589,0.5200735944044358,0.3830625479731045,0.5011007274714359,0.2223977149364319,0.5039300384243627,0.39369450400568606,0.6857790687126344,0.35436945065094483,0.3203178893285561,0.7099397180565329,6.865070412740959
2504,A,A,A,C,B,B,A,E,C,L,0.4913018913787728,0.6695218983136209,0.5436075114280992,0.18629457771120173,0.2619784425783881,0.3420023187020006,0.3185683698439704,0.3427403458920083,0.3594617119055994,0.3614455599356656,0.4614063710577653,0.21986032495613209,0.3381368999607098,0.4217210143752594,8.207787181982681
2507,A,B,A,A,B,D,A,E,A,I,0.9376079340739852,0.6947403917079373,0.3445101393656666,0.6758569663468561,0.5062642225734475,0.7759073586301244,0.7852729907937138,0.8848658722258662,0.6529983144710351,0.7978442577489241,0.8342022414919514,0.8200146507361045,0.8174460195212694,0.5829017423365115,6.371101116847036
2508,A,B,A,A,B,D,A,E,C,F,0.09153381995401873,0.6402895092005626,0.4528634279124048,0.8315774467238052,0.27978915248952896,0.3140037290399357,0.4817753212294162,0.947607949136784,0.4806072478308146,0.38270698995429936,0.360888538710562,0.39608014004723213,0.3552784542654828,0.7324880251636164,6.612055764774816
2509,A,A,A,C,B,B,A,E,C,I,0.6690370212789546,0.04428724217076276,0.5487657176503462,0.3480274456360545,0.4103201913522577,0.35445526175995745,0.4060951947519822,0.26741472303108976,0.31957829635257545,0.23228611630013565,0.24712351914081154,0.3192109384245149,0.3657516635417068,0.2884566338997842,8.233563865790911
2510,A,B,A,C,B,B,A,E,A,L,0.3779514363019092,0.2999657527536365,0.6790535072638071,0.8218601374343171,0.28160554661014026,0.3579235016800739,0.3329590417888391,0.2970044366257677,0.4198452838578722,0.8078402770778903,0.4850295409658039,0.5400346956999446,0.2163027262351872,0.36010028508692377,8.579676933983677
2512,A,B,A,C,B,B,A,E,A,F,0.28802097057575066,0.2391596900940416,0.9513034141002521,0.5082080370752214,0.2798141442511889,0.2670048031173097,0.4237628386474009,0.2713935286674895,0.29551542745482123,0.5255216608309787,0.6087677526200869,0.36326500453082095,0.23989804169985754,0.3232293813696445,7.7124341864420725
2513,A,A,A,C,B,B,A,E,E,I,0.3679782444137011,0.10874914927832086,0.428531878438854,0.15557204418931442,0.4262969411875146,0.226246299487591,0.2770828428563989,0.6313697236474151,0.3057073616866557,0.2237946244672348,0.2451583932366952,0.23046417597388716,0.4716763531983748,0.8205879985714195,6.901884633728547
2516,A,A,A,C,B,B,A,E,E,H,0.5035370887286446,0.5519781181653377,0.5073408973839075,0.4707969117009329,0.4235642115452026,0.34738162163645186,0.40086283327114464,0.5731078744309264,0.3342710428202447,0.4007525283780898,0.19474370563898807,0.3639759391729524,0.35108296095317304,0.7135985334336532,7.891983413325048
2517,A,A,A,A,B,D,A,E,C,F,0.2839954037468144,0.7578416257783348,0.5317326436258757,0.3046888694821975,0.5119725324664129,0.3330680652577948,0.34972820635425583,0.7111950506471295,0.2998258574609225,0.6133572625166881,0.3772154392041427,0.36661299193273417,0.6800549582720004,0.7174769797088489,7.569370351985605
2519,A,B,A,A,B,D,A,E,C,F,0.505376098421761,0.6574790134203262,0.4081816334315304,0.2367854829617402,0.5265289760096119,0.5412588575336668,0.6927672849963046,0.31010796110723554,0.4496973823948071,0.647192920481061,0.6370374977932195,0.675541941452927,0.6414102788327711,0.3078842723991752,6.255557920929679
2520,A,A,A,C,B,B,A,E,E,I,0.4059476004155471,0.6718044880262418,0.3401302868038595,0.21680951299618195,0.29677460699434305,0.21338504022169447,0.2935421993526988,0.6818999422352243,0.3576113519184105,0.29177511150911306,0.1717586433611963,0.2294098227575427,0.26559332988181816,0.5548174820806414,8.212175587033412
2521,A,B,A,C,B,C,A,E,E,F,0.4472232268271165,0.4870852088190023,0.2956253883914488,0.4689928462911189,0.7457249751732489,0.5442364328330677,0.2686853118152927,0.2958532603630666,0.3128289071990522,0.3515770581971379,0.4057947725980355,0.30940031557086445,0.4706979881555095,0.7901284691745926,7.73811897792004
2522,A,B,A,C,B,B,A,E,C,F,0.5419009219030195,0.6168919676663711,0.5738305756487351,0.8444524076564457,0.4503122099526573,0.4550273434282727,0.459552617805925,0.31106137127945405,0.16437046245146827,0.3622774408501441,0.502481433600976,0.35770568191936125,0.3231726457962193,0.6669888130798666,7.79550877517107
2525,A,B,A,C,B,D,A,E,C,L,0.3022893074756181,0.2956413616693488,0.3600553956525597,0.16055067697043354,0.28382172685267804,0.4953425564103876,0.22072773446299804,0.2731055173774459,0.4782422504449258,0.3787607392589696,0.6050732490866774,0.6969517039888368,0.33180498046407,0.3998562457224584,8.357662425936955
2527,A,B,A,C,B,B,A,E,E,L,0.2887162963954433,0.5561765001868315,0.20219333974564255,0.8237397026497696,0.6992119234469117,0.2564724156252181,0.3147905507392552,0.2521095338642737,0.3243093549207867,0.2866963886723037,0.21887372841353905,0.2830775818665867,0.3189415984668757,0.7281131742323342,8.439952182371753
2528,A,B,B,C,B,D,A,E,C,G,0.3757805064490545,0.4867154296002684,0.1651624076565441,0.7838855854137866,0.2937191903621153,0.2216529528751222,0.7571837636805878,0.2478864374729153,0.4802245362267835,0.7870836543102918,0.24655095029801485,0.44649012081365336,0.8474947550532647,0.2866774265016073,9.384637666282114
2530,A,A,A,A,B,C,A,E,G,F,0.6410164967975488,0.7208074524503938,0.4850348571445483,0.20062154415115566,0.7777693522113913,0.750397286839715,0.4945496980807784,0.4195748122891935,0.6129093046518809,0.7444287900949479,0.5867948964391463,0.6331482211816759,0.7045799585381552,0.782529623047479,6.4689473376216835
2531,A,A,A,A,B,B,A,E,E,F,0.3423987284156902,0.6185525494138435,0.6598641003701107,0.9398824095491464,0.3489618240793303,0.20096175051254694,0.19933043810277887,0.7002404841794739,0.12105520375972716,0.29941643656198325,0.2519594904271864,0.7157997580321521,0.2733571723511729,0.7114951658588254,6.970165261070113
2532,A,B,A,C,B,D,A,E,C,F,0.7531204091553596,0.6186019540234017,0.3910529688860834,0.3117385187283822,0.3011059034830814,0.4152466606347015,0.7232466713546813,0.7526723183102069,0.9749831815052876,0.8226908160453458,0.5933936165536171,0.913154930015371,0.8265987642263699,0.7685425507553569,7.902911879434557
2534,A,A,A,C,B,A,A,E,E,I,0.3497764814307027,0.7785787122185208,0.3973764520758297,0.5174478889860032,0.6888248980035481,0.2689737077732289,0.2846258622555257,0.28513089026251304,0.2886409138792924,0.3038294746368985,0.4383999366684517,0.2973305486037588,0.3355320951532884,0.8195127940489296,5.041011777652936
2535,A,A,A,C,B,B,A,E,E,K,0.3348618628771243,0.5546634696857519,0.15877689259059966,0.5322605018861153,0.2787248179293546,0.1818589193088545,0.26498234953184624,0.2731525642170107,0.2797388358057613,0.31168481137844417,0.2253459332267088,0.2758137607710563,0.4092710737587221,0.4108734135704983,7.258230071372024
2536,A,A,A,D,B,D,A,E,E,K,0.8374219785403733,0.29268560204945115,0.4625254683492149,0.820537446095529,0.27628493116168384,0.9068046349925932,0.3746567169866745,0.6672743103395843,0.9562799087156524,0.8516370812027266,0.37800491984523016,0.6014881471828989,0.8595685012313858,0.8178229972186457,7.208665792305321
2539,A,A,A,C,B,D,A,E,G,G,0.9486338359952888,0.01209448223773957,0.5514936699865749,0.7394228065856171,0.4684958634519185,0.6893566617926824,0.2464882799647485,0.3424879267270968,0.16379812074883435,0.7154750167800714,0.2951843036204275,0.2071224686531561,0.5633205200438137,0.2713007071587888,5.909725282701876
2541,A,B,A,A,B,B,A,E,E,L,0.4845538448207037,0.24316597695412526,0.932049184527548,0.3428456403606122,0.7203584560788675,0.3750904913268294,0.4015845199346108,0.27866978786317353,0.3614079140834411,0.3009594361393786,0.2937319040657289,0.20073382746062265,0.34939187743778144,0.30173765983743683,6.166041942223055
2543,A,B,B,C,B,B,A,E,E,L,0.1345929059033557,0.6850141797588443,0.5386020585772746,0.5365193858373937,0.6331775199525855,0.23485028029549265,0.3270434678784013,0.6841892636159739,0.305400546271839,0.2024757093003764,0.23908722941478885,0.3431968396705693,0.3765169620838333,0.7610577104172985,6.80985552905807
2546,A,B,B,C,B,B,A,E,E,L,0.2897702719869938,0.4884263613000046,0.2848400385007785,0.6618376306526836,0.809648347287496,0.20899855509815776,0.31044691624235005,0.585300298683199,0.3864271929706681,0.33403087338228776,0.3818383840310892,0.32279907825129817,0.4366569472956116,0.2939581289194164,8.748964789849285
2548,B,B,A,C,B,C,A,E,G,F,0.6433638066446018,0.4855465275347184,0.11311707220555885,0.6571032107280314,0.2826062032215006,0.4657188351654369,0.6065928786492379,0.3052244676355059,0.6017605027936958,0.7875688528250536,0.6330121295414718,0.7166058693321874,0.7101176136430655,0.4905807491351444,8.460633339685183
2549,A,B,A,C,B,C,A,E,G,I,0.6831338417423212,0.4862353364763742,0.4981260522710478,0.7338946021190764,0.8249707451894619,0.526691199507208,0.4946508475511773,0.27845281511613296,0.596246738617478,0.4835388778353721,0.4998802182845575,0.4147313206361394,0.7007321316116081,0.3526390256885671,7.8671108505323915
2552,A,B,A,C,B,D,A,E,E,L,0.27658079630899696,0.4219298422870628,0.5094944602427808,0.4842347579755366,0.2793602554308953,0.4070459559996683,0.39510487970548175,0.2901061207779254,0.3279584571196333,0.35866970021268363,0.35434506551188555,0.2305610891895013,0.6339401324177668,0.5022944374513473,6.360551208033002
2553,A,B,A,A,B,B,A,E,E,K,0.17979371226655105,0.04569443608962034,0.3900568899805688,0.3572931863861245,0.4095471927544855,0.21367558341719084,0.2580045847996564,0.3700055511210827,0.08300028545108881,0.2929467525315644,0.2687136215079524,0.2175176457007565,0.31100043764670193,0.6457385951392622,7.489324078671928
2554,A,B,A,C,B,B,A,E,E,O,0.8189082267486605,0.6917869096605002,0.3283484770125418,0.7305603124943285,0.2820920865903893,0.32354797492092485,0.3345069079035733,0.3427105655680808,0.8840858418586155,0.2788944785273125,0.5869467240532302,0.254051656858279,0.8516455204412859,0.7477366825629786,8.797158020254624
2556,A,A,A,A,B,D,A,E,E,K,0.2981108056422544,0.6341882402378448,0.15617826781517488,0.1845330878416983,0.2783878660261835,0.6668547490724583,0.6104579576626817,0.7291212874019811,0.29950676764053097,0.5314264960268263,0.6932204873356831,0.2065357680042334,0.6707982239002961,0.8004561793177747,7.7220649049498595
